#Save The Nation;;;;;;;x
#############################################;;;;;;;x
save_the_nation0.5;Moderate Patriotism;;;;;;;x
save_the_nation0.5_desc;Moderate Patriotism;;;;;;;x
save_the_nation1;Patriotism;;;;;;;x
save_the_nation1_desc;Patriotism;;;;;;;x
save_the_nation1.5;Moderate Naionalism;;;;;;;x
save_the_nation1.5_desc;Moderate Nationalism;;;;;;;x
save_the_nation2;Heightened Naionalism;;;;;;;x
save_the_nation2_desc;Heightened Nationalism;;;;;;;x
save_the_nation2.5;Limited Desperate Defense;;;;;;;x
save_the_nation2.5_desc;Limited Desperate Defense;;;;;;;x
save_the_nation3;Full Desperate Defense;;;;;;;x
save_the_nation3_desc;Full Desperate Defense;;;;;;;x
save_the_nation3.5;Nearing the Final Hour;;;;;;;x
save_the_nation3.5_desc;Nearing the Final Hour;;;;;;;x
save_the_nation4;Final Hour;;;;;;;x
save_the_nation4_desc;Final Hour;;;;;;;x
save_the_nation4.5;Somewhat Spiteful Resistance;;;;;;;x
save_the_nation4.5_desc;Somewhat Spiteful Resistance;;;;;;;x
save_the_nation5;Spiteful Resistance;;;;;;;x
save_the_nation5_desc;Spiteful Resistance;;;;;;;x
#############################################;;;;;;;x
#Pop Growth Campaigns;;;;;;;x
#############################################;;;;;;;x
birthrate_push_low;Basic Growth Incentives;;;;;;;x
birthrate_push_low_desc;Basic Growth Incentives;;;;;;;x
birthrate_push_medium;Aggressive Pop-growth Campaign;;;;;;;x
birthrate_push_medium_desc;Aggressive Pop-growth Campaign;;;;;;;x
birthrate_push_high;State Enforced Birthing Campaign;;;;;;;x
birthrate_push_high_desc;State Enforced Birthing Campaign;;;;;;;x
recently_selected_birthrate;Recently Selected a Growth Campaign;;;;;;;x
recently_selected_birthrate_desc;Due to recently selecting a growth-campaign, you are unable to remove the ongoing campaign till this modifier expires.;;;;;;;x
#############################################;;;;;;;x
#Additional Provinces;;;;;;;x
#############################################;;;;;;;x
PROV3256;Kampen;;;;;;;x
PROV3257;Almere;;;;;;;x
